_id,reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,category,BehaviouralFeatureResult,label
{'$oid': '5a421d732bfbb88f180e2cde'},A23HDJKU305K3U,B00363X1G8,Denise L.,"[2.0, 2.0]","I was thrilled to find this item. When I received it I tried to place my camp stove inside, and it didn't fit. I have the Coleman Grill/stove combo. I was quite disappointed. I suppose if I had a smaller stove, I would have jumped for joy. It is a great idea. I could have packed all my kitchen gear in the top area, and stored it with my stove. Easy to haul to the campsite... easy to store in the garage. No such luck for me. I would recommend if you have a stove that fits.",2.0,Doesn't fit all Coleman camp stoves...,1312243200,"08 2, 2011",Clothing_Shoes_and_Jewelry,"{'CS': 0.666452997, 'MNR': 0.0, 'RB': 0.0, 'RC': 7.0, 'PR': 57.14285714, 'NR': 42.85714286, 'FR': 0.285714286, 'RSP': 0.0, 'AW': 877.0, 'RD': 2.666666667, 'RL': 476.0, 'ER': 0.0, 'PC': 0.817438692}",0.0
{'$oid': '5a421d732bfbb88f180e2cdf'},A13XAWM4HAMUT4,B002XR7V6Y,linda,"[2.0, 3.0]","first they sent the wrong product, then they told me to put it in, it didn't work so i sent it back with the controller and never heard a word from them agian.",1.0,terible,1302480000,"04 11, 2011",Electronics,"{'CS': 0.0, 'MNR': 0.0, 'RB': 0.0, 'RC': 0.0, 'PR': 0.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 1.0, 'AW': 0.0, 'RD': 2.738317757, 'RL': 159.0, 'ER': 1.0, 'PC': 0.793650794}",0.0
{'$oid': '5a421d732bfbb88f180e2ce0'},A6PSFGFHI80VV,B000B652WE,"M. Harp ""harpm1""","[0.0, 0.0]",It looks just like the movie car but the plastic is cheap and some part were broke in the box. Others broke off with minimal play. Also the paint comes off very easily and some parts had a scuffed up look to them (again just out of the box)  This could have been constructed much better.  Also the figures do not fit in the car very well.,2.0,Good looking but very cheap construction,1230249600,"12 26, 2008",Toys_and_Games,"{'CS': 0.543361679, 'MNR': 0.0, 'RB': 0.0, 'RC': 4.0, 'PR': 50.0, 'NR': 25.0, 'FR': 0.25, 'RSP': 0.0, 'AW': 1293.0, 'RD': 3.0, 'RL': 338.0, 'ER': 0.0, 'PC': 0.37593985}",0.0
{'$oid': '5a421d732bfbb88f180e2ce1'},A1VZ1A9VCUVZVX,B0093UQWV4,Klam10,"[0.0, 0.0]",Poor quality,1.0,One Star,1404259200,"07 2, 2014",Home_and_Kitchen,"{'CS': 0.0, 'MNR': 0.0, 'RB': 0.0, 'RC': 1.0, 'PR': 100.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 0.0, 'AW': 0.0, 'RD': 3.414746544, 'RL': 12.0, 'ER': 1.0, 'PC': 9.090909091}",0.0
{'$oid': '5a421d732bfbb88f180e2ce2'},A2Y8L08WK92EH2,B003ZZPLT2,Sandy Nyenhuis,"[1.0, 1.0]",The cabinet is nicely made for the price it cost.  It's very adaquete!  The dart board fit just fine! Thank you!,4.0,Looks great!,1390694400,"01 26, 2014",Sports_and_Outdoors,"{'CS': 0.237289499, 'MNR': 1.0, 'RB': 1.0, 'RC': 2.0, 'PR': 0.0, 'NR': 50.0, 'FR': 0.0, 'RSP': 0.0, 'AW': 311.0, 'RD': 2.666666667, 'RL': 112.0, 'ER': 0.0, 'PC': 3.370786517}",0.0
{'$oid': '5a421d732bfbb88f180e2ce3'},A1X1B9ASY417LK,B0085YEKHM,Christopher Shillock,"[4.0, 5.0]",It's about 3/4 the size of the last ac I had. The operation is a cinch and it cooled down a 400 sq ft room in about a day in the middle of a 96 degree heat wave. I like it a lot.,4.0,Small but powerful,1342828800,"07 21, 2012",Home_and_Kitchen,"{'CS': 0.0, 'MNR': 0.0, 'RB': 0.0, 'RC': 0.0, 'PR': 0.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 1.0, 'AW': 0.0, 'RD': 0.0, 'RL': 178.0, 'ER': 0.0, 'PC': 0.751879699}",0.0
{'$oid': '5a421d732bfbb88f180e2ce4'},A1NB01EYWZPMJF,B000024YT6,"SONGSTER ""a music fan""","[3.0, 3.0]","this is a wonderful cd by johnny mathis! it covers 2 of his late 50'salbums on one disc!my faves are ""i've grown accustomed to her face"" &""get me to the church on time"". if you enjoy easy listeningt music...you're sure to like this disc! warm is from ""1957"" & swing softly isfrom ""1958"". johnny has a lot of 2 lp's on one disc available!one example is ""open fire two guitars"" which also came out in 1959!tracks to check out are ""my funny valentine"" and""when i fall in love"" !another cd to check out is the cd ""johnny's mood"" & ""faithfully""!tracks to check out are ""how high the moon"" & ""maria""!if you're a johnny mathis fan..as i am..you will love these cd's!the sound quality is exellent & well worth the price you pay!great booklets inside tell you the story of how the albums were madeas well as some great photos!!take it from me...you can't go wrong ! pick up any one of his 2 albums on one cd and you will see. the legend has his own style of singingand it goes well with romantic evenings as well as going for a ride in your car! i hope you will try at least one of his cd's so you can seefor yourself!",5.0,a great cd from a great artist!!!,1243468800,"05 28, 2009",Sports_and_Outdoors,"{'CS': 0.0, 'MNR': 0.0, 'RB': 0.0, 'RC': 0.0, 'PR': 0.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 1.0, 'AW': 0.0, 'RD': 0.034482759, 'RL': 1109.0, 'ER': 1.0, 'PC': 1.467268623}",0.0
{'$oid': '5a421d732bfbb88f180e2ce5'},ARVTOFTOK08AX,B0017V856W,Beverley K. Daniels,"[1.0, 1.0]","My whole family enjoyed watching my nephew play with this toy.  It was D-liteful (yes, I know that's not the way to spell it...hahhahaha)",4.0,D-rex is a Delight,1231372800,"01 8, 2009",Toys_and_Games,"{'CS': 0.0, 'MNR': 0.0, 'RB': 0.0, 'RC': 0.0, 'PR': 0.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 1.0, 'AW': 0.0, 'RD': 0.513157895, 'RL': 137.0, 'ER': 0.0, 'PC': 0.0}",0.0
{'$oid': '5a421d732bfbb88f180e2ce6'},A1ZR6XFWHVSUEI,B004BIQZYW,David B. Raleigh,"[0.0, 0.0]","Just like the headline says, the suction cups are made of a very flimsy material that can't maintain a seal. And the metal of the stainless steel is already rusted after only a few weeks of use.This product is junk.",1.0,Suction cups don't work and stainless steel is rusting,1381017600,"10 6, 2013",Home_and_Kitchen,"{'CS': 0.0, 'MNR': 0.0, 'RB': 0.0, 'RC': 0.0, 'PR': 0.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 1.0, 'AW': 0.0, 'RD': 2.974358974, 'RL': 215.0, 'ER': 1.0, 'PC': 0.0}",0.0
{'$oid': '5a421d732bfbb88f180e2ce7'},A1NIFA2SBYZ8N2,B002IVPKOU,Caleb Coburn,"[12.0, 13.0]","This is the fourth Kershaw pocket knife that I've owned, but my least favorite.  I'm a mechanical engineer and work with smallish medical products for a living, so the idea of this knife truly intrigued me.  My thinking was to replaced the included flat screw bits with a T8 and maybe a P0 or P00, and never need to carry my Wiha tech drivers around to tear stuff down.  However, once I started actually carrying the knife, I soon found the shortcomings of the design.  Here are both the positives and negatives, in no particular order of importance:(1) The knife blade itself is only so-so.  I'm a fan of Kershaw's Speedsafe blades, and the fact this isn't one does make me not like it as much.  It's also a Chinese blade, and while I don't think that's necessarily a bad thing, it doesn't have the same feel and finish as my other US-made Kershaw blades.  Maybe it's the finish, or perhaps the steel itself--hard to tell.(2) The pocket/belt clip can't be switched to the other end, but only to the other side.  When clipped in my pocket, I carry all of my other knives with the hinge pointed down and the blade tight against the &#34;back&#34; of my pocket.  This is to protect against any unintentional openings, especially with the Speedsafe blades--if the knife were to open, it would be away from any critical body parts near my pocket or my hand as I reached in.  The multi-tool design of this knife doesn't allow for such a configuration, so one can imagine my disdain--this also changes how I'm used to pulling out the knife to open it.(3) The outside of the bit holders have very sharp corners.  These corners dig very uncomfortably into my hip/thigh whenever I wear a seatbelt.  The holders are molded out of what appears to be a thermoplastic (I'm guessing a polyamide like Nylon 12), and the mold design is responsible for the sharp corners--the parting line is at the end of the holder where the bit gets stored, and instead the mold should have been split slightly higher on the tool to add a small radius to this edge.  Maybe I'll take a file  to them to knock off the corners, but I shouldn't have to.(4) The usefulness of the driver is fairly good, actually.  The cleverness of the built-in bit holders and driver are fairly well carried out in the design.  You can't apply too much torque to the driver, though, so get out a real screwdriver for big jobs.  There are even metric and inch scales marked on the beam of the driver that are relatively useful.(5) The overall bulk of the knife isn't as bad as I thought it would be.  Aside from the thigh-killing bit holders, the knife sits well enough in a pocket.(6) It's got a built-in bottle opener!",3.0,Clever Design with Issues,1360713600,"02 13, 2013",Sports_and_Outdoors,"{'CS': 0.726873787, 'MNR': 0.333333333, 'RB': 1.0, 'RC': 6.0, 'PR': 100.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 0.0, 'AW': 766.0, 'RD': 1.617801047, 'RL': 2667.0, 'ER': 0.0, 'PC': 1.256398325}",0.0
{'$oid': '5a421d732bfbb88f180e2ce8'},A390NN2N7DX5PY,B00338VHHG,Lisa A. Mayes,"[4.0, 10.0]","This is a great rubberized, form fitting cover for the HTC HD2/Leo Windows smartphone.  But you shouldn't buy it from EForCity because they don't ship to APO addresses, or care to support the troops.  Shipping to US Postal Service addresses is simple in this day and age, and one can print everything needed from your PC online--you don't even have to make a trip to the post office, because the mailman comes to your door daily.  Nowadays, the US Postal Service has insurance, online tracking, and delivery confirmation to almost all US Military post offices worldwide, and provide customs exemptions for US personnel overseas.  But still, some online vendors refuse to deal with APO/FPO addresses.  They're treated as ""too much trouble"" to sell to...Great phone cover!  But support the troops--only buy from online vendors who support the troops as well!!!",5.0,Great cover for HD2/Leo,1263081600,"01 10, 2010",Cell_Phones_and_Accessories,"{'CS': 0.0, 'MNR': 0.0, 'RB': 0.0, 'RC': 0.0, 'PR': 0.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 1.0, 'AW': 0.0, 'RD': 1.157894737, 'RL': 858.0, 'ER': 1.0, 'PC': 4.822695035}",0.0
{'$oid': '5a421d732bfbb88f180e2ce9'},A3AJIVYNL841PV,B00H96VKFW,Danielle Vandenberg,"[0.0, 0.0]",Not as nice as the picture but still cute. The little detail around the camera is covered with fur so you have to cut it.,3.0,It's okay,1396569600,"04 4, 2014",Cell_Phones_and_Accessories,"{'CS': 0.254924964, 'MNR': 1.0, 'RB': 1.0, 'RC': 3.0, 'PR': 100.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 0.0, 'AW': 128.0, 'RD': 0.0, 'RL': 121.0, 'ER': 0.0, 'PC': 0.0}",0.0
{'$oid': '5a421d732bfbb88f180e2cea'},A3PI4WRUV9FA3L,B000F34ZJO,"Thomas A. Oehser ""Technologist Extraordinaire""","[1.0, 1.0]","This pack has issues with both the design and the construction/materials.I got one of these and also a 4000 series for some overnights in the Adirondacks.The design issues have to do with the way the detachable top bag and the straps fit, really I think they tried to hit a ""feature checklist"" and ended up without the usability really being as good as one would hope.  Far too much inconvenience having to undo straps to get to pockets, etc., to be really ergonomic.The materials/construction issues have already hit BOTH packs- and I haven't even gone on the hike yet!!!The 5200, the hem ripped off the water-bottle pocket when I was holding it to push the bottle down further.  The stitching was just too close to the edge of the material, and the border just tore right off.  The 4000, one of the buckles just shattered when I was tightening a strap over the rolled-up sleeping pad.  Clearly not nylon, some kind of more fragile plastic.So, I guess you get what you pay for... maybe these are still a good choice if you just can't afford the higher-end brands... a shame, as some skimping on ergonomic thought, careful construction, and good materials could I think have made these good packs.  But I'll probably end up with these both just being 'take a loss' territory.  I don't want buckles to snap in the wilderness, or seams/hems/borders to just rip off hours from my car!!!",2.0,"Really wanted to like this, but...",1366243200,"04 18, 2013",Sports_and_Outdoors,"{'CS': 0.969113621, 'MNR': 0.25, 'RB': 1.0, 'RC': 54.0, 'PR': 74.07407407, 'NR': 18.51851852, 'FR': 0.166666667, 'RSP': 0.0, 'AW': 2465.0, 'RD': 2.38317757, 'RL': 1383.0, 'ER': 0.0, 'PC': 0.625558534}",0.0
{'$oid': '5a421d732bfbb88f180e2ceb'},A1ZS1A3FYB0PZE,B003SRBIT4,john,"[0.0, 0.0]","This is not a REAL Marbles arms this is a reproduction! It is a bad one to boot! It doesn't even look like a real Marble Arm hatchet and knife! I own the a true Marbles arms hatchet and knife, the knife alone sold for three times as much and was worth it! DON'T buy if you are looking for a REAL MARBLE ARM!",1.0,real deal,1353715200,"11 24, 2012",Sports_and_Outdoors,"{'CS': 0.15625, 'MNR': 0.0, 'RB': 0.0, 'RC': 1.0, 'PR': 100.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 0.0, 'AW': 0.0, 'RD': 3.0, 'RL': 307.0, 'ER': 1.0, 'PC': 11.8852459}",0.0
{'$oid': '5a421d732bfbb88f180e2cec'},A1O8RYO4YKJLLP,B0086IB2XM,"Michelle L. Britt ""Me Shell""","[0.0, 1.0]","I love these. Have 3 pairs in different colors. Could run in them if I really wanted. Comfy, stylish, and fun&#128515;",5.0,Great shoe,1389312000,"01 10, 2014",Clothing_Shoes_and_Jewelry,"{'CS': 0.279078153, 'MNR': 1.0, 'RB': 2.0, 'RC': 5.0, 'PR': 100.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 0.0, 'AW': 1498.0, 'RD': 0.516129032, 'RL': 118.0, 'ER': 1.0, 'PC': 2.105263158}",0.0
{'$oid': '5a421d732bfbb88f180e2ced'},A1LNYS2NCFHJW,B00CX4UD5I,Behnken207,"[0.0, 0.0]",The shower hooks I received are shiny polished finish. My faucets are satin and I thought these would be matchy matchy but no go. Seem like nice quality.,3.0,not satin,1389916800,"01 17, 2014",Home_and_Kitchen,"{'CS': 0.30996521, 'MNR': 0.333333333, 'RB': 1.0, 'RC': 64.0, 'PR': 76.5625, 'NR': 12.5, 'FR': 0.171875, 'RSP': 0.0, 'AW': 3299.0, 'RD': 0.714285714, 'RL': 153.0, 'ER': 0.0, 'PC': 1.62601626}",0.0
{'$oid': '5a421d732bfbb88f180e2cee'},A1NW9MUO9N09US,B001IXT568,"Nancy Price-Hobday ""NaMa""","[0.0, 0.0]",I had to buy a shoe stretchers to get my foot into the boot.  One winter and the heel coating is fraying.,3.0,Instep is too low.,1364256000,"03 26, 2013",Clothing_Shoes_and_Jewelry,"{'CS': 0.535022569, 'MNR': 0.75, 'RB': 3.0, 'RC': 17.0, 'PR': 70.58823529, 'NR': 5.882352941, 'FR': 0.0, 'RSP': 0.0, 'AW': 619.0, 'RD': 1.289473684, 'RL': 105.0, 'ER': 0.0, 'PC': 0.0}",0.0
{'$oid': '5a421d732bfbb88f180e2cef'},A3E7T282H1PO5I,B008DFYHLM,noelle gagnon,"[0.0, 0.0]",The filter for the &#34;ball&#34; is not OEM and the dyson is much noisier.  It moves around quite a bit when it is fully engaged so I am concerned about the seal.,3.0,ball filter,1361664000,"02 24, 2013",Home_and_Kitchen,"{'CS': 0.0, 'MNR': 0.0, 'RB': 0.0, 'RC': 0.0, 'PR': 0.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 1.0, 'AW': 0.0, 'RD': 1.034883721, 'RL': 163.0, 'ER': 0.0, 'PC': 3.100775194}",0.0
{'$oid': '5a421d732bfbb88f180e2cf0'},A3AN4GX6PC5K1F,B00AHTBHRY,Mitch Penn,"[0.0, 0.0]","Weaving on belt broke the first time I wore it. I possibly just received a badly constructed belt, but would not buy another.",3.0,Weaving Broke,1372636800,"07 1, 2013",Sports_and_Outdoors,"{'CS': 0.0, 'MNR': 0.0, 'RB': 0.0, 'RC': 0.0, 'PR': 0.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 1.0, 'AW': 0.0, 'RD': 0.75, 'RL': 125.0, 'ER': 0.0, 'PC': 0.99009901}",0.0
{'$oid': '5a421d732bfbb88f180e2cf1'},ASTO2OCG2B948,B005CMQZBY,Queen of Scrapbooking,"[0.0, 0.0]","Ok, so I have bad feet where even low heels cause me a lot of pain on the ball of my foot in a matter of minutes. These shoes, however, have a super soft and squishy foot-bed that really helped take the pressure off. I am a super-novice when it comes to wearing heels of any kind, but I felt like I could walk in these wedges no problem from the get-go. I wore these sandals for four hours in a row with periods of sitting, standing, and dancing, and they held up through everything like a champ. Of course I was sore after being on my feet for so long, but compared to how I would have felt had I attempted to wear &#34;normal&#34; heels or wedges, these are amazing. I will be wearing them more in the future!",5.0,Perfect for sensitive feet,1401494400,"05 31, 2014",Clothing_Shoes_and_Jewelry,"{'CS': 0.0, 'MNR': 0.0, 'RB': 0.0, 'RC': 0.0, 'PR': 0.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 1.0, 'AW': 0.0, 'RD': 0.623529412, 'RL': 711.0, 'ER': 1.0, 'PC': 1.234567901}",0.0
{'$oid': '5a421d732bfbb88f180e2cf2'},A12371XUNTQS11,B00937TDQS,"Timberwolf ""Rich""","[1.0, 1.0]",Bought this to replace old cable that was having low channel reception problems and it fixed it almost completely. This is a very good quality cable and I reccomend it to others.,5.0,works well,1380672000,"10 2, 2013",Electronics,"{'CS': 0.555347832, 'MNR': 0.0, 'RB': 0.0, 'RC': 28.0, 'PR': 78.57142857, 'NR': 21.42857143, 'FR': 0.428571429, 'RSP': 0.0, 'AW': 1718.0, 'RD': 0.941176471, 'RL': 178.0, 'ER': 1.0, 'PC': 0.689655172}",0.0
{'$oid': '5a421d732bfbb88f180e2cf3'},ATPWMXZSWYDL9,B001JTT7WI,"James Rauschenberg ""J.R.""","[2.0, 4.0]",This is total JUNK!Eye relief sucks.Tripod can't hold it self steady let alone with the scope.Lesson I learned: Save your money and buy something quality.,1.0,BAD BAD BAD,1350172800,"10 14, 2012",Sports_and_Outdoors,"{'CS': 0.205527077, 'MNR': 0.0, 'RB': 0.0, 'RC': 3.0, 'PR': 100.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 0.0, 'AW': 222.0, 'RD': 1.555555556, 'RL': 154.0, 'ER': 1.0, 'PC': 5.511811024}",0.0
{'$oid': '5a421d732bfbb88f180e2cf4'},A1PUI8RIPP4VWJ,B00475RIYU,Kate,"[6.0, 6.0]",I love the size of this bottle but the cap leaks so if you are looking to throw something in your purse this might not be the best option.,1.0,Leaky Cap,1386460800,"12 8, 2013",Sports_and_Outdoors,"{'CS': 0.0, 'MNR': 0.0, 'RB': 0.0, 'RC': 0.0, 'PR': 0.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 1.0, 'AW': 0.0, 'RD': 3.443271768, 'RL': 138.0, 'ER': 1.0, 'PC': 0.0}",0.0
{'$oid': '5a421d732bfbb88f180e2cf5'},A14I9YFY4BISIY,B000UQ428A,flag1aa,"[0.0, 0.0]","I have this regular and also the wide mouth Jar sealer.I use them for marinating some meats. I put the cut of meat I am using in the jar along with my sauce. When pulling the vacuum you are removing some of the air from the meat, then when you release the vacuum you will pull some of the flavor into the meat. That is my theory anyway. I think it works for me.Also if you have some leftovers, put them in the jars and seal them and them put them in the refrigerator and they will last longer.",5.0,Jar Sealer has many uses,1378944000,"09 12, 2013",Home_and_Kitchen,"{'CS': 0.538491318, 'MNR': 0.0, 'RB': 0.0, 'RC': 14.0, 'PR': 92.85714286, 'NR': 7.142857143, 'FR': 0.0, 'RSP': 0.0, 'AW': 273.0, 'RD': 0.789915966, 'RL': 493.0, 'ER': 1.0, 'PC': 0.515463918}",0.0
{'$oid': '5a421d732bfbb88f180e2cf6'},AL9WXENBMEJ4N,B00840LABQ,"Sandor G. Jenei ""TreasureAgent""","[0.0, 1.0]","Her head is heavy like a bowling ball.Not kidding her head is so heavy, my 4 year old can hardly hold the doll. She dropped it once, of course it landed on its head, and one of the hair pieces broke upon impact. It's very hard for a young girl to put the doll on the stand, you just push the doll onto this piece, doesn't snap into place or anything, you just hope that it doesn't fall off.The hair pieces are difficult to attach and remove. When the hair attachments are moving and rotating in circles I'm scared that my daughter's hair will get caught and get wound up. When the hair pieces are not in the holes on her head the inside of the holes still continue to rotate during the music, I'm worried about little fingers getting stuck and twisted. I'm sure it will be recalled soon enough.My 8 year old was handing the doll to my 4 year old and she accidentally hit her in the lip. The doll is very awkward to hold and top heavy. I would definitely not recommend this toWhen you do finally secure it to the stand it does sing, dance and talk. The doll would have to be lighter and softer for me to change my mind. I'm sure the battery pack and the motor could be protected by a more lightweight product or plastic, maybe some foam around her head to protect our precious children.Hope this helps.Thanks,mommy of 5",1.0,Her head is heavy like a bowling ball.,1356480000,"12 26, 2012",Toys_and_Games,"{'CS': 0.0, 'MNR': 0.0, 'RB': 0.0, 'RC': 0.0, 'PR': 0.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 1.0, 'AW': 0.0, 'RD': 2.901960784, 'RL': 1318.0, 'ER': 1.0, 'PC': 0.379146919}",0.0
{'$oid': '5a421d732bfbb88f180e2cf7'},AGT4AMNGOIYSM,B006JW37K8,KMH72,"[0.0, 0.0]","These are coming from China which is why the shipping seems long (It took 11 business days from the time it was marked as shipped). The colors are true to the photo, the purple seems a little muted but pretty dang close. They fit my iPhone 4s perfectly. FYI, I have purchased covers like these in the past and they have had little raised button covers for the volume buttons on the side of the phone, these covers just have a large opening for the volume buttons and ringer/mute switch. All other port openings line up perfectly.",5.0,Great for the Price,1390348800,"01 22, 2014",Cell_Phones_and_Accessories,"{'CS': 0.487316856, 'MNR': 0.0, 'RB': 0.0, 'RC': 4.0, 'PR': 50.0, 'NR': 0.0, 'FR': 0.25, 'RSP': 0.0, 'AW': 1446.0, 'RD': 1.049488055, 'RL': 529.0, 'ER': 1.0, 'PC': 1.401869159}",0.0
{'$oid': '5a421d732bfbb88f180e2cf8'},AY5LT2AAEYI8Q,B000BK35HY,J. Trenh,"[13.0, 18.0]","This is a very beautiful watch.  Amazon sells it at an extremely attractive price.  Ordered the watch and received in a couple of days.  It's too bad the watch didn't come with any authenticity cards.  I contacted customer service but they offered no feasible solution.  They told me to contact the manufacturer to get replacement cards.  I was completely baffled that Amazon would not resolve the issue themselves.  I decided to return the watch immediately for a refund.  Amazon processed the refund quite easily but I am still waiting for them to reimburse my shipping costs, it was over $30.  For the price of the watch, if there isn't authenticity cards, RETURN IT.  Otherwise, it is a great looking watch.",2.0,Great watch but no Documents,1206144000,"03 22, 2008",Clothing_Shoes_and_Jewelry,"{'CS': 0.623940923, 'MNR': 1.0, 'RB': 2.0, 'RC': 2.0, 'PR': 50.0, 'NR': 0.0, 'FR': 0.5, 'RSP': 0.0, 'AW': 0.0, 'RD': 3.0, 'RL': 711.0, 'ER': 0.0, 'PC': 1.751313485}",0.0
{'$oid': '5a421d732bfbb88f180e2cf9'},AP8H2RMYW89WE,B002Q887BS,"J. Daw ""magwa101""","[2.0, 3.0]","Not just is it broken, but it flirted with working, which wasted more of my time.Better it just wipes out and dies, no, it had to work intermittently just to play with my emotions.Basically at some point through a backup (time machine) it gets a write error. I also had the &#34;randomly becomes a read only drive&#34; error. I have tried it on firewire and on USB, it gives me the same issues.Piece of junk, it's not just the waste of money, but now I have to throw this out and pollute even more.I'm a g-raid hater. There I said it.BTW, OS X, mountain lion, mac mini w/ 8GB....also, I have WD thunderbolt drive, expensive but it works, which makes it infinitely cheaper than this pos.",1.0,Already broken after 2 months,1367625600,"05 4, 2013",Electronics,"{'CS': 0.577667599, 'MNR': 1.0, 'RB': 1.0, 'RC': 5.0, 'PR': 20.0, 'NR': 60.0, 'FR': 0.0, 'RSP': 0.0, 'AW': 4582.0, 'RD': 2.38961039, 'RL': 686.0, 'ER': 1.0, 'PC': 2.00729927}",0.0
{'$oid': '5a421d732bfbb88f180e2cfa'},A2I0ZJYYR1RSWW,B00168OD62,Debra A. Gelfo,"[0.0, 0.0]","A little suprised that Coleman would make this item so cheaply.  It's got plastic parts that raise and lower the lantern part and broke before the lantern package was opened.  And, if it hadn't broke, I would be surprised if it could &#34;stand&#34; on it's on as it didn't look like it had a catch or anything to keep it upright without collapsing.  I'd look elsewhere if you want something like this item.",2.0,Not good quality,1398556800,"04 27, 2014",Sports_and_Outdoors,"{'CS': 0.0, 'MNR': 0.0, 'RB': 0.0, 'RC': 0.0, 'PR': 0.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 1.0, 'AW': 0.0, 'RD': 2.157894737, 'RL': 407.0, 'ER': 0.0, 'PC': 0.609756098}",0.0
{'$oid': '5a421d732bfbb88f180e2cfb'},A1NZLSCJ7PYJF3,B003PU01M4,Amazon Mrs. K,"[0.0, 0.0]","I read reviews carefully before buying this Kensington Duo Car Charger.This was a wonderful product - it charged both my iPhone and iPad quickly in the car and on planes. I would use it daily on the way to and from work. Then, almost two months to the day that I received the charger, it stopped working. I tried other plugs in my car, I tried other cables from Apple. Nothing worked. It's a great buy for less than ten bucks but not every two months.",3.0,It was great for two months!,1376870400,"08 19, 2013",Cell_Phones_and_Accessories,"{'CS': 0.551896254, 'MNR': 0.0, 'RB': 0.0, 'RC': 3.0, 'PR': 66.66666667, 'NR': 33.33333333, 'FR': 0.333333333, 'RSP': 0.0, 'AW': 546.0, 'RD': 1.206373293, 'RL': 451.0, 'ER': 0.0, 'PC': 2.506963788}",0.0
{'$oid': '5a421d732bfbb88f180e2cfc'},A3A6Y1QFGNNBSF,B00007L11O,"Beth, mommy of two","[1.0, 1.0]","We bought this chair for our 18 month old so our six month old could start using the highchair and this seat loses tons of food!  Once a week I remove it from the chair and shake tons of food from beans, to cantaloupe to cereal!!  I clean this seat all over after every single feeding and no matter what the food gets dropped in the holes and you CAN NOT get it out!  One week after we bought it we saw a very basic booster seat at Target for 10 bucks that we should have purchase instead!  Sure seems like we wasted $20!",2.0,Traps food!!,1091577600,"08 4, 2004",Toys_and_Games,"{'CS': 0.0, 'MNR': 0.0, 'RB': 0.0, 'RC': 0.0, 'PR': 0.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 1.0, 'AW': 0.0, 'RD': 0.693181818, 'RL': 521.0, 'ER': 0.0, 'PC': 3.140096618}",0.0
{'$oid': '5a421d732bfbb88f180e2cfd'},A12PG9O4FTQZLD,B009MAE3UC,Brown fan,"[1.0, 1.0]","My husband bought this for me thinking that it would be easier for me to lift a pot with 2 hands and pour the grease out, but any weight at all on this and it pops right off.  Can't use it for pasta either, the water itself pushes it right off.",1.0,"Flimsy, won't stay on the pan",1391731200,"02 7, 2014",Home_and_Kitchen,"{'CS': 0.205066196, 'MNR': 1.0, 'RB': 1.0, 'RC': 1.0, 'PR': 100.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 0.0, 'AW': 0.0, 'RD': 2.730769231, 'RL': 244.0, 'ER': 1.0, 'PC': 0.0}",0.0
{'$oid': '5a421d732bfbb88f180e2cfe'},A3A3SJKNMGG6ON,B005IUBUKQ,Mark Callicotte,"[4.0, 5.0]","Title says it all, didn't make it 24 hours.  The strap ripped off of the body as I was pulling it over my head.",1.0,Broke first day,1381363200,"10 10, 2013",Clothing_Shoes_and_Jewelry,"{'CS': 0.129618962, 'MNR': 0.0, 'RB': 0.0, 'RC': 1.0, 'PR': 100.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 0.0, 'AW': 0.0, 'RD': 3.182926829, 'RL': 111.0, 'ER': 1.0, 'PC': 1.176470588}",0.0
{'$oid': '5a421d732bfbb88f180e2cff'},A3NAA6BH9LWIH4,B000I94FLS,Paul Kacprzak,"[0.0, 1.0]",These are very basic adapters. they look like molded plastic ..Probably will not last very long. Will se what happens mhrn I try them out. wish me luck,2.0,cheap but ok,1363651200,"03 19, 2013",Electronics,"{'CS': 0.27080128, 'MNR': 0.0, 'RB': 0.0, 'RC': 6.0, 'PR': 66.66666667, 'NR': 16.66666667, 'FR': 0.0, 'RSP': 0.0, 'AW': 159.0, 'RD': 2.181818182, 'RL': 151.0, 'ER': 0.0, 'PC': 0.840336134}",0.0
